ROI_0 distance (micron),ROI_0 Channel_1,ROI_0 Channel_2,ROI_0 Channel_3,ROI_1 distance (micron),ROI_1 Channel_1,ROI_1 Channel_2,ROI_1 Channel_3,ROI_2 distance (micron),ROI_2 Channel_1,ROI_2 Channel_2,ROI_2 Channel_3,ROI_3 distance (micron),ROI_3 Channel_1,ROI_3 Channel_2,ROI_3 Channel_3,ROI_4 distance (micron),ROI_4 Channel_1,ROI_4 Channel_2,ROI_4 Channel_3,ROI_5 distance (micron),ROI_5 Channel_1,ROI_5 Channel_2,ROI_5 Channel_3,ROI_6 distance (micron),ROI_6 Channel_1,ROI_6 Channel_2,ROI_6 Channel_3,ROI_7 distance (micron),ROI_7 Channel_1,ROI_7 Channel_2,ROI_7 Channel_3,ROI_8 distance (micron),ROI_8 Channel_1,ROI_8 Channel_2,ROI_8 Channel_3,ROI_9 distance (micron),ROI_9 Channel_1,ROI_9 Channel_2,ROI_9 Channel_3,ROI_10 distance (micron),ROI_10 Channel_1,ROI_10 Channel_2,ROI_10 Channel_3,ROI_11 distance (micron),ROI_11 Channel_1,ROI_11 Channel_2,ROI_11 Channel_3,ROI_12 distance (micron),ROI_12 Channel_1,ROI_12 Channel_2,ROI_12 Channel_3,ROI_13 distance (micron),ROI_13 Channel_1,ROI_13 Channel_2,ROI_13 Channel_3,ROI_14 distance (micron),ROI_14 Channel_1,ROI_14 Channel_2,ROI_14 Channel_3,ROI_15 distance (micron),ROI_15 Channel_1,ROI_15 Channel_2,ROI_15 Channel_3,ROI_16 distance (micron),ROI_16 Channel_1,ROI_16 Channel_2,ROI_16 Channel_3,ROI_17 distance (micron),ROI_17 Channel_1,ROI_17 Channel_2,ROI_17 Channel_3,ROI_18 distance (micron),ROI_18 Channel_1,ROI_18 Channel_2,ROI_18 Channel_3,ROI_19 distance (micron),ROI_19 Channel_1,ROI_19 Channel_2,ROI_19 Channel_3,ROI_20 distance (micron),ROI_20 Channel_1,ROI_20 Channel_2,ROI_20 Channel_3,ROI_21 distance (micron),ROI_21 Channel_1,ROI_21 Channel_2,ROI_21 Channel_3,ROI_22 distance (micron),ROI_22 Channel_1,ROI_22 Channel_2,ROI_22 Channel_3,ROI_23 distance (micron),ROI_23 Channel_1,ROI_23 Channel_2,ROI_23 Channel_3,ROI_24 distance (micron),ROI_24 Channel_1,ROI_24 Channel_2,ROI_24 Channel_3,ROI_25 distance (micron),ROI_25 Channel_1,ROI_25 Channel_2,ROI_25 Channel_3,ROI_26 distance (micron),ROI_26 Channel_1,ROI_26 Channel_2,ROI_26 Channel_3,ROI_27 distance (micron),ROI_27 Channel_1,ROI_27 Channel_2,ROI_27 Channel_3,ROI_28 distance (micron),ROI_28 Channel_1,ROI_28 Channel_2,ROI_28 Channel_3,ROI_29 distance (micron),ROI_29 Channel_1,ROI_29 Channel_2,ROI_29 Channel_3,ROI_30 distance (micron),ROI_30 Channel_1,ROI_30 Channel_2,ROI_30 Channel_3,ROI_31 distance (micron),ROI_31 Channel_1,ROI_31 Channel_2,ROI_31 Channel_3,ROI_32 distance (micron),ROI_32 Channel_1,ROI_32 Channel_2,ROI_32 Channel_3,ROI_33 distance (micron),ROI_33 Channel_1,ROI_33 Channel_2,ROI_33 Channel_3,ROI_34 distance (micron),ROI_34 Channel_1,ROI_34 Channel_2,ROI_34 Channel_3,ROI_35 distance (micron),ROI_35 Channel_1,ROI_35 Channel_2,ROI_35 Channel_3,ROI_36 distance (micron),ROI_36 Channel_1,ROI_36 Channel_2,ROI_36 Channel_3,ROI_37 distance (micron),ROI_37 Channel_1,ROI_37 Channel_2,ROI_37 Channel_3,ROI_38 distance (micron),ROI_38 Channel_1,ROI_38 Channel_2,ROI_38 Channel_3,ROI_39 distance (micron),ROI_39 Channel_1,ROI_39 Channel_2,ROI_39 Channel_3,ROI_40 distance (micron),ROI_40 Channel_1,ROI_40 Channel_2,ROI_40 Channel_3,ROI_41 distance (micron),ROI_41 Channel_1,ROI_41 Channel_2,ROI_41 Channel_3,ROI_42 distance (micron),ROI_42 Channel_1,ROI_42 Channel_2,ROI_42 Channel_3,ROI_43 distance (micron),ROI_43 Channel_1,ROI_43 Channel_2,ROI_43 Channel_3,ROI_44 distance (micron),ROI_44 Channel_1,ROI_44 Channel_2,ROI_44 Channel_3,ROI_45 distance (micron),ROI_45 Channel_1,ROI_45 Channel_2,ROI_45 Channel_3,ROI_46 distance (micron),ROI_46 Channel_1,ROI_46 Channel_2,ROI_46 Channel_3,ROI_47 distance (micron),ROI_47 Channel_1,ROI_47 Channel_2,ROI_47 Channel_3,ROI_48 distance (micron),ROI_48 Channel_1,ROI_48 Channel_2,ROI_48 Channel_3,ROI_49 distance (micron),ROI_49 Channel_1,ROI_49 Channel_2,ROI_49 Channel_3,ROI_50 distance (micron),ROI_50 Channel_1,ROI_50 Channel_2,ROI_50 Channel_3,ROI_51 distance (micron),ROI_51 Channel_1,ROI_51 Channel_2,ROI_51 Channel_3,ROI_52 distance (micron),ROI_52 Channel_1,ROI_52 Channel_2,ROI_52 Channel_3,ROI_53 distance (micron),ROI_53 Channel_1,ROI_53 Channel_2,ROI_53 Channel_3,ROI_54 distance (micron),ROI_54 Channel_1,ROI_54 Channel_2,ROI_54 Channel_3,ROI_55 distance (micron),ROI_55 Channel_1,ROI_55 Channel_2,ROI_55 Channel_3,ROI_56 distance (micron),ROI_56 Channel_1,ROI_56 Channel_2,ROI_56 Channel_3,ROI_57 distance (micron),ROI_57 Channel_1,ROI_57 Channel_2,ROI_57 Channel_3,ROI_58 distance (micron),ROI_58 Channel_1,ROI_58 Channel_2,ROI_58 Channel_3
0.353,11264.120,15345.355,293.276,0.353,6310.692,9962.185,345.322,0.353,6179.921,18846.280,1063.395,0.353,6075.282,10678.749,387.961,0.353,5308.837,7487.633,368.111,0.353,4613.041,4649.258,465.810,0.353,4272.034,6500.733,2756.937,0.353,9274.800,27777.112,4765.040,0.353,6627.121,13087.374,10084.559,0.353,4406.820,24361.324,14018.695,0.353,4870.909,11190.139,161.331,0.353,7166.160,13748.691,227.768,0.353,8456.566,14900.251,458.145,0.353,8201.794,4210.306,269.229,0.353,3157.738,29846.993,690.692,0.353,2772.765,13502.362,180.598,0.353,8671.286,17328.218,4285.896,0.353,11651.181,29420.392,1252.910,0.353,11042.227,6959.909,10161.088,0.353,4626.296,24942.814,11579.183,0.353,5573.604,13674.318,295.813,0.353,6659.031,8750.236,179.228,0.353,7697.990,3407.793,83.535,0.353,5862.689,19336.708,1038.871,0.353,4354.295,7035.444,657.281,0.353,8694.391,22622.014,1102.509,0.353,5580.736,11655.380,293.451,0.353,1343.968,340.642,146.002,0.353,3182.062,4527.747,134.769,0.353,13937.052,12447.839,1059.190,0.353,14924.480,27477.854,10469.841,0.353,3491.363,6579.713,439.933,0.353,2679.986,7697.531,426.528,0.353,2022.442,421.018,1767.417,0.353,5575.114,10939.299,241.829,0.353,14908.213,19513.233,5401.010,0.353,3030.679,1386.225,407.392,0.353,7744.175,29695.168,953.766,0.353,8629.595,14816.255,351.268,0.353,4874.489,5788.747,3287.340,0.353,5449.372,3096.649,145.009,0.353,9568.174,27004.553,2512.704,0.353,11985.468,23364.951,2543.728,0.353,6004.567,12677.195,8048.834,0.353,6428.146,9816.312,8473.212,0.353,5951.369,16459.813,2833.116,0.353,3551.202,23573.456,4704.364,0.353,3402.672,7269.809,501.867,0.353,6415.194,7186.643,503.198,0.353,11939.564,16454.701,2754.946,0.353,6416.516,14106.887,13999.973,0.353,4603.757,7189.442,1861.047,0.353,4113.144,10856.777,457.365,0.353,9486.719,25137.558,7134.462,0.353,15277.928,19653.903,4738.546,0.353,6252.374,7851.742,700.340,0.353,9823.738,8113.556,183.614,0.353,3969.995,7748.014,7544.908,0.353,4061.064,2071.746,142.782
0.388,11390.998,13429.275,282.919,0.388,5659.465,8591.479,292.247,0.388,6122.088,18448.002,560.002,0.388,6184.992,11510.594,408.673,0.388,5511.832,9043.551,411.134,0.388,4701.298,6275.303,931.765,0.388,4295.619,6529.709,2762.125,0.388,9828.052,30997.601,4021.914,0.388,6635.457,14690.806,4702.171,0.388,3584.171,13999.754,17396.069,0.388,5358.839,7255.997,175.426,0.388,7817.201,12859.002,258.453,0.388,8821.570,10280.280,738.390,0.388,7141.487,4125.190,374.450,0.388,3599.518,35812.987,1065.574,0.388,2769.297,10066.117,189.078,0.388,8182.578,14225.656,3099.558,0.388,10849.233,23537.184,1016.785,0.388,11136.360,9645.174,9762.702,0.388,4818.365,25849.178,8635.011,0.388,4840.931,13480.464,254.656,0.388,6515.499,6879.920,135.431,0.388,7792.313,3767.800,92.792,0.388,5477.788,21961.438,1718.450,0.388,4597.281,9994.889,473.049,0.388,8725.167,20014.287,1157.061,0.388,5456.132,12670.933,322.230,0.388,1113.013,404.120,114.033,0.388,3549.594,5043.929,207.011,0.388,12978.507,14342.147,1326.200,0.388,14843.251,19265.922,11986.902,0.388,3380.221,6061.350,355.051,0.388,2895.806,10197.599,525.314,0.388,1966.460,422.319,2478.160,0.388,5433.066,7392.591,232.015,0.388,15402.806,18646.336,3019.375,0.388,2547.106,988.007,555.881,0.388,7890.478,27572.854,1440.554,0.388,8709.015,20774.964,395.271,0.388,4730.506,2790.601,2047.739,0.388,5440.806,3759.483,210.002,0.388,9674.615,21986.389,2596.512,0.388,11955.123,14356.921,1133.792,0.388,5851.103,15940.874,12576.152,0.388,6323.988,9710.900,11819.973,0.388,5959.939,19684.619,1446.820,0.388,4369.723,31132.291,7883.751,0.388,3151.717,6662.920,479.583,0.388,6642.626,11072.080,1000.656,0.388,11735.337,22705.866,1413.875,0.388,6708.894,15234.921,7153.697,0.388,4328.344,5327.699,1035.378,0.388,3933.359,10841.039,312.715,0.388,9686.168,23358.668,6726.766,0.388,14914.433,19146.272,5298.269,0.388,6222.871,6407.813,732.773,0.388,11020.448,9589.540,208.439,0.388,3593.562,7654.227,4421.346,0.388,4359.836,1784.490,162.633
0.424,11187.084,11274.346,273.786,0.424,5196.730,10664.537,286.198,0.424,6077.673,15797.318,651.596,0.424,6570.625,11391.147,392.052,0.424,5594.430,8119.489,523.355,0.424,4849.347,8904.940,1970.198,0.424,4240.002,6523.661,3710.665,0.424,10402.808,31119.993,2823.214,0.424,6766.819,17531.952,3224.022,0.424,3320.472,9324.254,22325.540,0.424,5648.442,7437.411,178.560,0.424,8079.476,11471.848,277.141,0.424,9298.903,7261.169,1169.887,0.424,6806.717,4260.393,472.238,0.424,4188.500,41357.877,1760.140,0.424,2675.196,6733.050,179.696,0.424,7813.340,13078.187,1507.367,0.424,9932.472,22494.405,1239.554,0.424,10889.674,12494.453,4843.156,0.424,5076.290,24987.134,5442.490,0.424,5144.537,15718.641,248.168,0.424,5952.220,5624.602,122.644,0.424,7804.019,2971.503,108.790,0.424,5393.905,21648.170,2648.157,0.424,4811.296,12508.575,517.803,0.424,8369.610,17126.545,874.003,0.424,5412.447,13891.954,336.494,0.424,1076.299,789.152,86.058,0.424,3631.685,4235.663,227.119,0.424,12240.866,16174.882,1951.401,0.424,14528.126,13637.438,9847.653,0.424,3359.408,5017.049,281.385,0.424,2829.234,11449.834,548.843,0.424,2413.320,754.292,4078.986,0.424,4901.611,4699.260,229.242,0.424,15825.045,19240.704,1076.682,0.424,2470.801,622.393,824.162,0.424,8421.699,27340.512,2634.018,0.424,8624.991,25041.575,404.972,0.424,4579.661,1503.649,1185.505,0.424,5534.981,4216.214,289.113,0.424,9116.126,15271.699,2776.179,0.424,11677.334,7436.162,550.867,0.424,5883.862,19107.735,15450.023,0.424,6242.317,6979.570,15259.684,0.424,5672.753,25330.091,854.182,0.424,5233.858,36994.468,10612.110,0.424,3022.752,7760.622,384.965,0.424,7234.536,17049.544,2521.955,0.424,11118.821,28818.694,615.314,0.424,6453.159,14108.110,2752.438,0.424,4163.747,3501.226,896.387,0.424,3839.809,10075.644,233.930,0.424,9238.880,19851.368,6220.636,0.424,14470.374,19080.556,4474.446,0.424,6762.470,6909.903,767.441,0.424,11653.126,10213.159,287.500,0.424,3232.800,6846.029,2196.545,0.424,4903.226,1818.801,159.207
0.459,11285.180,11258.138,272.877,0.459,4962.824,11973.009,293.204,0.459,5979.243,12511.358,834.199,0.459,7133.267,10077.283,352.679,0.459,5443.520,5955.200,858.821,0.459,4984.222,11234.385,3660.013,0.459,4099.328,5577.457,6806.942,0.459,11023.885,28223.794,1491.807,0.459,6598.392,17713.074,2089.603,0.459,3111.863,5067.506,25912.603,0.459,6142.996,9882.688,216.202,0.459,8030.576,10377.461,260.311,0.459,9679.063,7146.057,2105.452,0.459,7148.685,4152.120,455.021,0.459,4744.807,40611.867,2068.987,0.459,2526.524,4909.518,210.850,0.459,6918.140,9927.221,636.113,0.459,9587.664,23730.693,1763.599,0.459,11224.448,15820.635,3623.513,0.459,5372.967,23259.688,3593.061,0.459,5886.749,16936.336,253.413,0.459,5610.670,6934.303,121.035,0.459,7797.452,3379.377,129.284,0.459,4824.979,20053.008,4803.302,0.459,5005.578,15239.457,456.875,0.459,8161.186,18817.708,726.796,0.459,5425.213,14369.513,320.971,0.459,1060.237,1420.264,76.975,0.459,4103.806,4077.059,285.335,0.459,11214.412,16870.227,3056.931,0.459,14261.842,9733.776,8792.421,0.459,3346.041,4669.346,306.634,0.459,3154.215,10524.613,594.851,0.459,2664.892,859.792,4795.605,0.459,4768.033,6918.610,236.145,0.459,16104.944,17738.853,367.873,0.459,2223.208,679.972,794.246,0.459,8307.546,22309.350,3475.177,0.459,8518.502,30118.516,540.878,0.459,4382.025,1784.889,179.516,0.459,5572.061,4214.701,308.478,0.459,8921.825,15977.891,3088.320,0.459,11187.076,6441.849,437.893,0.459,5956.430,20387.088,15781.544,0.459,6464.001,6860.785,16032.725,0.459,5446.801,22088.949,522.043,0.459,5960.767,35745.394,16089.276,0.459,2891.805,8766.875,315.682,0.459,7529.366,21719.414,3772.273,0.459,10477.225,28292.438,517.058,0.459,6050.858,16285.317,1639.891,0.459,4366.210,2142.151,793.038,0.459,3858.254,8587.902,252.308,0.459,8864.563,19407.083,4774.076,0.459,13743.445,15229.569,4837.793,0.459,7409.006,7815.941,769.363,0.459,11127.927,12093.902,276.450,0.459,2930.491,6848.894,1186.089,0.459,5491.930,2401.257,177.849
0.494,10387.246,9224.768,296.882,0.494,4615.660,12980.936,287.048,0.494,5864.867,12798.754,917.207,0.494,7869.238,10630.282,365.979,0.494,5130.851,3912.233,1031.835,0.494,5039.953,12401.160,4984.034,0.494,3915.746,5116.934,10811.954,0.494,11957.087,28917.665,1771.508,0.494,6264.853,15943.743,2630.709,0.494,2860.159,5532.265,25490.961,0.494,6495.664,12907.346,219.001,0.494,7741.744,9212.700,235.109,0.494,9683.610,8881.018,5000.186,0.494,8484.715,3928.735,460.990,0.494,5674.217,35597.575,3040.703,0.494,2478.665,4775.823,227.317,0.494,6353.669,8702.166,475.864,0.494,8942.238,23644.987,2372.616,0.494,11315.047,16514.753,1288.333,0.494,5560.771,21967.368,1868.118,0.494,6780.764,14211.394,222.441,0.494,5108.932,7521.710,130.978,0.494,7345.199,3336.989,128.220,0.494,4471.725,15248.464,5189.373,0.494,5189.471,16105.047,335.129,0.494,7454.576,13808.513,754.495,0.494,5509.330,13900.543,371.652,0.494,1376.489,2641.328,104.335,0.494,4588.165,5289.737,285.404,0.494,10586.463,17339.484,3912.692,0.494,14015.650,9463.869,4378.132,0.494,3302.748,5390.367,346.223,0.494,3654.816,8835.265,752.513,0.494,3079.198,1390.041,5575.869,0.494,4487.176,9641.391,315.625,0.494,16243.993,20334.067,342.954,0.494,1725.107,970.839,684.122,0.494,8034.667,16132.953,5197.118,0.494,8648.997,29144.933,918.805,0.494,4151.114,2344.036,98.597,0.494,5473.826,4633.887,308.585,0.494,8709.071,20683.865,3085.407,0.494,10576.116,11637.299,448.707,0.494,6223.227,21174.583,14343.571,0.494,7013.072,8463.964,14235.269,0.494,5225.508,17081.432,371.198,0.494,6598.879,34686.523,18207.231,0.494,3003.490,11680.948,248.486,0.494,8171.974,22355.666,6821.433,0.494,9723.177,29775.511,501.066,0.494,6117.988,17484.932,1989.526,0.494,4537.380,1527.937,570.917,0.494,3992.535,6876.994,260.635,0.494,8349.914,18817.891,2955.033,0.494,13025.284,11888.942,5446.570,0.494,8027.538,9724.148,930.599,0.494,10061.256,13555.251,298.202,0.494,2965.909,8932.893,1211.395,0.494,6247.459,3383.570,168.507
0.529,9806.069,10787.650,299.539,0.529,4486.488,13537.284,326.076,0.529,5492.656,12572.473,1155.685,0.529,8372.141,14974.351,500.147,0.529,4650.940,3772.156,877.166,0.529,4925.942,13356.322,6382.630,0.529,3945.729,6214.327,14806.394,0.529,12807.872,27461.439,1297.863,0.529,5825.614,14358.697,3652.337,0.529,3007.207,6483.662,22134.416,0.529,6616.321,16135.248,218.439,0.529,7631.007,7068.474,334.818,0.529,9505.062,10046.064,6715.112,0.529,10905.363,3829.309,424.247,0.529,6675.300,28178.536,6422.354,0.529,2358.307,4470.744,197.371,0.529,5868.072,8196.799,464.818,0.529,8950.776,26201.436,4007.518,0.529,11612.626,16771.255,729.523,0.529,5884.479,22713.498,934.491,0.529,7206.785,14837.147,289.523,0.529,5025.596,7720.236,175.067,0.529,7085.806,3926.536,120.091,0.529,4191.422,9187.859,4132.897,0.529,5067.676,16285.632,226.688,0.529,7017.200,11967.120,945.713,0.529,5628.371,11949.736,721.279,0.529,2022.985,4216.797,158.616,0.529,4724.420,6559.680,303.652,0.529,9781.724,18792.051,7866.997,0.529,13850.556,10735.323,1891.397,0.529,3809.404,7405.664,342.027,0.529,4367.608,8266.346,1117.744,0.529,3379.729,1603.655,5362.405,0.529,4080.550,9640.050,289.325,0.529,16006.436,14791.152,325.408,0.529,2019.583,1011.157,982.470,0.529,7612.097,14869.213,7475.610,0.529,8754.312,25771.817,1796.389,0.529,3998.453,2936.222,126.668,0.529,5265.015,6408.740,306.445,0.529,8528.699,27162.769,2759.907,0.529,10006.375,21361.934,676.333,0.529,6265.127,19884.728,10063.020,0.529,6910.036,8204.266,12326.189,0.529,4928.696,16172.973,324.112,0.529,6698.903,35103.353,20785.833,0.529,3221.601,18094.345,254.564,0.529,8575.457,20182.749,10179.353,0.529,9169.642,32131.659,579.970,0.529,6176.454,16266.010,414.534,0.529,4816.873,1955.584,426.743,0.529,4407.470,6081.083,300.301,0.529,8390.344,19563.287,2396.490,0.529,13053.330,12408.201,7284.953,0.529,8648.472,12926.093,1483.018,0.529,8816.555,14780.830,373.766,0.529,2950.831,9247.888,1819.874,0.529,6621.337,4438.676,155.877
0.565,9176.908,13170.638,300.151,0.565,4285.999,11895.557,365.849,0.565,5128.393,12419.936,2622.876,0.565,7994.014,21451.209,619.745,0.565,4275.534,3531.337,962.186,0.565,4343.988,15134.814,10864.435,0.565,3760.899,5471.134,15937.133,0.565,13127.973,26518.892,670.208,0.565,5403.187,16658.411,5265.895,0.565,3300.605,7147.602,16429.779,0.565,6606.220,18683.471,284.270,0.565,7145.441,5526.786,373.722,0.565,9436.640,12607.169,8479.577,0.565,14174.767,4587.093,627.635,0.565,7674.735,20301.193,10954.531,0.565,2133.238,4682.173,176.196,0.565,5610.196,7848.422,615.977,0.565,9012.401,27041.661,6147.556,0.565,11796.999,16681.266,494.237,0.565,5803.001,16517.114,522.835,0.565,8279.446,19003.700,325.936,0.565,4742.210,9190.781,191.085,0.565,6638.900,4628.772,106.246,0.565,4051.197,5512.777,2491.099,0.565,4898.676,15721.061,162.979,0.565,6574.899,15487.135,1142.688,0.565,5695.549,11064.495,1049.369,0.565,2376.897,5535.326,218.319,0.565,4680.321,5861.105,573.270,0.565,9194.416,18001.711,11224.020,0.565,14342.502,14486.304,1624.789,0.565,4454.887,8273.617,275.439,0.565,4874.334,7244.760,1836.118,0.565,3858.087,1999.836,5588.021,0.565,3885.342,7843.829,330.468,0.565,15923.466,10316.944,326.689,0.565,2064.203,834.478,1551.476,0.565,7582.507,14936.830,8993.085,0.565,8823.513,21927.712,3202.829,0.565,4015.982,2867.954,160.843,0.565,5212.504,9749.700,303.494,0.565,8612.030,32518.977,2240.121,0.565,10321.240,31890.926,993.882,0.565,6284.303,16495.889,6063.445,0.565,6792.124,12746.836,8401.761,0.565,5070.248,7011.723,295.272,0.565,6467.102,31767.759,21583.389,0.565,3527.434,25663.220,379.602,0.565,8843.458,17068.519,13004.227,0.565,8524.171,30090.194,692.330,0.565,6412.310,15446.308,401.198,0.565,5033.985,2521.766,339.859,0.565,4965.789,7439.680,437.709,0.565,7854.489,17787.677,1112.056,0.565,12395.024,9621.303,9484.931,0.565,9073.542,16114.613,2742.325,0.565,7745.176,14505.513,409.295,0.565,3078.641,8369.664,3348.296,0.565,6955.001,3983.441,147.504
0.600,8749.182,14446.260,296.117,0.600,4152.250,8933.550,390.338,0.600,4710.375,13352.236,4373.053,0.600,7437.819,22493.144,560.822,0.600,4087.535,4332.846,706.298,0.600,3651.188,14659.752,13755.626,0.600,3637.259,4079.210,15163.995,0.600,13146.234,24692.671,555.676,0.600,5071.544,23823.049,7949.805,0.600,3692.213,7597.360,9241.142,0.600,6020.541,17344.806,296.447,0.600,6854.823,4294.870,416.964,0.600,9000.464,14440.241,9670.312,0.600,17211.529,10670.615,1061.228,0.600,8531.654,17500.352,14841.459,0.600,1919.314,5816.817,178.853,0.600,5530.756,8312.559,1076.710,0.600,9056.095,26272.605,8542.426,0.600,11806.944,15731.626,601.644,0.600,5711.127,9727.573,413.613,0.600,8398.809,15387.648,259.005,0.600,4464.376,9976.374,201.890,0.600,6238.903,4942.653,103.512,0.600,3999.993,4527.301,1257.787,0.600,4735.565,11798.347,121.659,0.600,6528.778,19874.312,945.342,0.600,5689.704,9997.902,1448.920,0.600,2732.694,6646.902,219.480,0.600,4604.050,4524.656,935.795,0.600,8800.629,16177.786,15138.795,0.600,14140.864,15114.039,727.996,0.600,4997.065,9286.676,288.139,0.600,5468.102,9497.959,2467.000,0.600,4398.090,2390.798,5960.776,0.600,3661.938,5940.761,399.337,0.600,15791.427,9759.463,324.826,0.600,2663.691,5564.523,3679.808,0.600,6818.412,13044.702,9741.726,0.600,9147.654,22931.315,4547.160,0.600,4200.670,2184.534,156.386,0.600,5009.879,12439.576,289.152,0.600,8798.234,37273.101,2202.642,0.600,9634.765,38711.345,1395.920,0.600,6170.764,12765.923,2889.723,0.600,6555.146,19236.199,4371.851,0.600,5258.736,6370.941,248.601,0.600,5945.109,22891.135,22225.146,0.600,3856.205,32910.136,662.840,0.600,8935.962,16674.006,14834.934,0.600,8137.248,25751.139,682.115,0.600,6848.207,19815.952,534.770,0.600,5036.976,2919.923,430.371,0.600,5691.947,10826.772,434.154,0.600,8008.817,15814.004,568.569,0.600,12244.885,11159.986,10950.574,0.600,9531.114,18142.403,4764.312,0.600,6351.700,13636.903,475.616,0.600,3167.669,7184.792,5400.040,0.600,7040.603,3996.248,175.623
0.635,8696.945,15474.991,275.265,0.635,4123.186,6249.846,419.271,0.635,4364.919,14807.885,6221.222,0.635,6807.064,19392.310,414.727,0.635,3993.891,4874.110,430.055,0.635,2867.950,12075.225,16302.653,0.635,3542.081,4164.301,11742.068,0.635,13097.095,22701.466,484.722,0.635,4897.013,29932.875,10582.213,0.635,4128.424,8870.039,3211.156,0.635,5447.377,13613.186,372.797,0.635,7014.023,2517.725,526.020,0.635,8375.653,12633.659,4960.153,0.635,18087.551,17233.274,1783.298,0.635,9156.903,19200.407,16369.054,0.635,1669.645,7377.470,185.240,0.635,5571.192,10412.402,2132.331,0.635,9180.302,24790.510,9330.743,0.635,11814.057,15733.212,921.459,0.635,5780.608,7887.081,355.178,0.635,8386.409,11834.642,263.213,0.635,4098.666,9332.010,259.631,0.635,5883.488,4060.547,114.080,0.635,3985.105,4539.004,542.843,0.635,5085.787,8273.823,159.198,0.635,6428.087,21218.126,595.550,0.635,5477.397,10243.641,2287.667,0.635,3084.196,7709.502,208.748,0.635,4325.326,3234.242,1613.820,0.635,8599.598,16530.327,13627.615,0.635,13768.175,16509.539,1261.417,0.635,5333.861,17572.388,421.124,0.635,6046.393,10487.967,6075.298,0.635,4588.680,2642.473,4518.618,0.635,3701.978,4852.849,293.752,0.635,15977.540,8934.960,331.845,0.635,3575.721,9021.268,3225.617,0.635,6331.323,13297.009,10314.278,0.635,9373.167,21808.784,7945.590,0.635,4504.873,1174.589,100.069,0.635,5042.297,14249.561,295.676,0.635,9009.281,37981.368,2543.207,0.635,9367.789,41436.388,2227.022,0.635,5931.351,8515.011,1400.669,0.635,6243.386,27236.452,3565.508,0.635,5319.186,7542.336,192.143,0.635,5509.454,17228.350,17568.822,0.635,4108.943,37911.031,1058.398,0.635,8974.706,17824.576,14590.930,0.635,7977.339,20961.257,541.823,0.635,7158.454,24806.823,685.697,0.635,5219.066,4703.221,579.030,0.635,6066.451,14351.806,825.018,0.635,8222.004,13584.333,536.042,0.635,12332.456,15927.469,10340.695,0.635,9394.511,18680.981,6067.923,0.635,5518.866,14239.563,683.611,0.635,3353.720,7078.988,5313.426,0.635,6742.906,3900.236,217.843
0.671,8236.498,13035.106,265.969,0.671,4173.067,4767.902,507.543,0.671,4050.200,16842.684,7255.831,0.671,6253.865,15441.290,309.142,0.671,3952.842,4577.156,333.570,0.671,2165.473,7966.514,15294.912,0.671,3401.435,3400.814,7888.402,0.671,13036.860,22211.805,502.776,0.671,5102.735,28077.107,11866.309,0.671,4574.513,11908.814,1305.074,0.671,5000.792,9683.689,549.703,0.671,6917.799,2040.117,690.929,0.671,7667.623,10969.859,3488.472,0.671,17894.040,21066.448,2446.609,0.671,9510.749,21364.102,15134.761,0.671,1585.761,8443.699,176.538,0.671,5669.899,14071.155,3952.642,0.671,9058.913,21101.659,8591.292,0.671,11712.973,14294.182,1582.292,0.671,5743.466,9003.555,281.286,0.671,7891.288,10488.649,263.088,0.671,3826.425,8059.434,382.073,0.671,5560.736,3647.099,163.061,0.671,4050.296,4758.213,651.321,0.671,4949.292,5782.200,157.188,0.671,6213.999,17814.948,571.561,0.671,5232.396,9340.139,2598.491,0.671,3345.641,8377.808,187.912,0.671,3997.900,2264.496,2441.694,0.671,8088.918,14226.746,11209.478,0.671,13603.068,18866.580,2072.791,0.671,5306.188,24832.192,420.887,0.671,6441.010,13526.138,11338.553,0.671,4876.532,2382.574,2950.541,0.671,3680.439,2023.817,215.490,0.671,15751.324,9881.060,333.984,0.671,4510.686,10825.515,3097.216,0.671,5983.753,12729.608,9810.475,0.671,9674.642,19150.037,9535.744,0.671,4879.087,1093.010,71.903,0.671,5009.706,13884.734,380.664,0.671,9222.256,33497.577,1860.138,0.671,9275.537,41075.154,3310.887,0.671,5596.098,4725.794,957.169,0.671,5895.411,35511.918,1787.519,0.671,5289.832,8188.033,161.254,0.671,4688.886,9057.555,14112.180,0.671,4196.624,38988.707,1366.245,0.671,8661.800,16232.287,12185.440,0.671,7950.580,16755.334,357.864,0.671,7287.234,30607.111,835.374,0.671,5443.094,6340.659,772.280,0.671,6539.749,17724.075,1080.372,0.671,8438.945,12044.733,498.077,0.671,12481.311,21507.144,8126.393,0.671,9095.308,18230.567,7622.347,0.671,4400.658,10969.209,796.000,0.671,3429.747,6001.067,4498.972,0.671,6406.244,4418.263,196.796
